zip,cases,city,stabb,place,deaths,tests,deathcount,populationcount,casesper100000,casesbyzipcodesummarytable,zip_cd,patient_count,population,percentage,zipcode
55367,87,"","MI","Minnesota",,,,"","",,,"","","",
55368,226,"","MI","Minnesota",,,,"","",,,"","","",
55369,3141,"","MI","Minnesota",,,,"","",,,"","","",
55370,80,"","MI","Minnesota",,,,"","",,,"","","",
55371,1375,"","MI","Minnesota",,,,"","",,,"","","",
55372,2610,"","MI","Minnesota",,,,"","",,,"","","",
55373,418,"","MI","Minnesota",,,,"","",,,"","","",
55374,1414,"","MI","Minnesota",,,,"","",,,"","","",
55375,314,"","MI","Minnesota",,,,"","",,,"","","",
55376,1710,"","MI","Minnesota",,,,"","",,,"","","",
55377,7,"","MI","Minnesota",,,,"","",,,"","","",
55378,2454,"","MI","Minnesota",,,,"","",,,"","","",
55379,4281,"","MI","Minnesota",,,,"","",,,"","","",
55380,0,"","MI","Minnesota",,,,"","",,,"","","",
55381,164,"","MI","Minnesota",,,,"","",,,"","","",
55382,333,"","MI","Minnesota",,,,"","",,,"","","",
55383,0,"","MI","Minnesota",,,,"","",,,"","","",
55384,120,"","MI","Minnesota",,,,"","",,,"","","",
55385,77,"","MI","Minnesota",,,,"","",,,"","","",
55386,689,"","MI","Minnesota",,,,"","",,,"","","",
55387,1055,"","MI","Minnesota",,,,"","",,,"","","",
55388,385,"","MI","Minnesota",,,,"","",,,"","","",
55389,257,"","MI","Minnesota",,,,"","",,,"","","",
55390,251,"","MI","Minnesota",,,,"","",,,"","","",
55391,1128,"","MI","Minnesota",,,,"","",,,"","","",
55392,0,"","MI","Minnesota",,,,"","",,,"","","",
55393,0,"","MI","Minnesota",,,,"","",,,"","","",
55394,0,"","MI","Minnesota",,,,"","",,,"","","",
55395,277,"","MI","Minnesota",,,,"","",,,"","","",
55396,156,"","MI","Minnesota",,,,"","",,,"","","",
55397,177,"","MI","Minnesota",,,,"","",,,"","","",
55398,1372,"","MI","Minnesota",,,,"","",,,"","","",
55399,0,"","MI","Minnesota",,,,"","",,,"","","",
55401,870,"","MI","Minnesota",,,,"","",,,"","","",
55402,49,"","MI","Minnesota",,,,"","",,,"","","",
55403,1087,"","MI","Minnesota",,,,"","",,,"","","",
55404,3021,"","MI","Minnesota",,,,"","",,,"","","",
55405,1043,"","MI","Minnesota",,,,"","",,,"","","",
55406,1994,"","MI","Minnesota",,,,"","",,,"","","",
55407,3528,"","MI","Minnesota",,,,"","",,,"","","",
55408,3057,"","MI","Minnesota",,,,"","",,,"","","",
55409,973,"","MI","Minnesota",,,,"","",,,"","","",
55410,936,"","MI","Minnesota",,,,"","",,,"","","",
55411,2799,"","MI","Minnesota",,,,"","",,,"","","",
55412,1819,"","MI","Minnesota",,,,"","",,,"","","",
55413,1120,"","MI","Minnesota",,,,"","",,,"","","",
55414,2627,"","MI","Minnesota",,,,"","",,,"","","",
55415,475,"","MI","Minnesota",,,,"","",,,"","","",
55416,2357,"","MI","Minnesota",,,,"","",,,"","","",
55417,1386,"","MI","Minnesota",,,,"","",,,"","","",
55418,2341,"","MI","Minnesota",,,,"","",,,"","","",
55419,1466,"","MI","Minnesota",,,,"","",,,"","","",
55420,2098,"","MI","Minnesota",,,,"","",,,"","","",
55421,3109,"","MI","Minnesota",,,,"","",,,"","","",
55422,2299,"","MI","Minnesota",,,,"","",,,"","","",
55423,3398,"","MI","Minnesota",,,,"","",,,"","","",
55424,601,"","MI","Minnesota",,,,"","",,,"","","",
55425,1185,"","MI","Minnesota",,,,"","",,,"","","",
55426,1863,"","MI","Minnesota",,,,"","",,,"","","",
55427,1785,"","MI","Minnesota",,,,"","",,,"","","",
55428,3307,"","MI","Minnesota",,,,"","",,,"","","",
55429,2977,"","MI","Minnesota",,,,"","",,,"","","",
55430,2500,"","MI","Minnesota",,,,"","",,,"","","",
55431,1453,"","MI","Minnesota",,,,"","",,,"","","",
55432,2944,"","MI","Minnesota",,,,"","",,,"","","",
55433,3233,"","MI","Minnesota",,,,"","",,,"","","",
55434,2898,"","MI","Minnesota",,,,"","",,,"","","",
55435,1099,"","MI","Minnesota",,,,"","",,,"","","",
55436,903,"","MI","Minnesota",,,,"","",,,"","","",
55437,1308,"","MI","Minnesota",,,,"","",,,"","","",
55438,990,"","MI","Minnesota",,,,"","",,,"","","",
55439,571,"","MI","Minnesota",,,,"","",,,"","","",
55440,50,"","MI","Minnesota",,,,"","",,,"","","",
55441,1337,"","MI","Minnesota",,,,"","",,,"","","",
55442,873,"","MI","Minnesota",,,,"","",,,"","","",
55443,3696,"","MI","Minnesota",,,,"","",,,"","","",
55444,1639,"","MI","Minnesota",,,,"","",,,"","","",
55445,1306,"","MI","Minnesota",,,,"","",,,"","","",
55446,1569,"","MI","Minnesota",,,,"","",,,"","","",
55447,1260,"","MI","Minnesota",,,,"","",,,"","","",
55448,2562,"","MI","Minnesota",,,,"","",,,"","","",
55449,2956,"","MI","Minnesota",,,,"","",,,"","","",
55450,0,"","MI","Minnesota",,,,"","",,,"","","",
55454,805,"","MI","Minnesota",,,,"","",,,"","","",
55455,129,"","MI","Minnesota",,,,"","",,,"","","",
55458,14,"","MI","Minnesota",,,,"","",,,"","","",
55459,0,"","MI","Minnesota",,,,"","",,,"","","",
55460,0,"","MI","Minnesota",,,,"","",,,"","","",
55467,0,"","MI","Minnesota",,,,"","",,,"","","",
55468,0,"","MI","Minnesota",,,,"","",,,"","","",
55470,0,"","MI","Minnesota",,,,"","",,,"","","",
55472,0,"","MI","Minnesota",,,,"","",,,"","","",
55473,0,"","MI","Minnesota",,,,"","",,,"","","",
55474,0,"","MI","Minnesota",,,,"","",,,"","","",
55478,0,"","MI","Minnesota",,,,"","",,,"","","",
55479,0,"","MI","Minnesota",,,,"","",,,"","","",
55480,0,"","MI","Minnesota",,,,"","",,,"","","",
55483,0,"","MI","Minnesota",,,,"","",,,"","","",
55484,0,"","MI","Minnesota",,,,"","",,,"","","",
55485,0,"","MI","Minnesota",,,,"","",,,"","","",
55486,0,"","MI","Minnesota",,,,"","",,,"","","",
55487,0,"","MI","Minnesota",,,,"","",,,"","","",
55488,0,"","MI","Minnesota",,,,"","",,,"","","",
55550,0,"","MI","Minnesota",,,,"","",,,"","","",
55551,0,"","MI","Minnesota",,,,"","",,,"","","",
55552,0,"","MI","Minnesota",,,,"","",,,"","","",
55553,0,"","MI","Minnesota",,,,"","",,,"","","",
55554,0,"","MI","Minnesota",,,,"","",,,"","","",
55555,0,"","MI","Minnesota",,,,"","",,,"","","",
55556,0,"","MI","Minnesota",,,,"","",,,"","","",
55557,0,"","MI","Minnesota",,,,"","",,,"","","",
55558,0,"","MI","Minnesota",,,,"","",,,"","","",
55559,0,"","MI","Minnesota",,,,"","",,,"","","",
55560,0,"","MI","Minnesota",,,,"","",,,"","","",
55561,0,"","MI","Minnesota",,,,"","",,,"","","",
55562,0,"","MI","Minnesota",,,,"","",,,"","","",
55563,0,"","MI","Minnesota",,,,"","",,,"","","",
55564,0,"","MI","Minnesota",,,,"","",,,"","","",
55565,0,"","MI","Minnesota",,,,"","",,,"","","",
55566,0,"","MI","Minnesota",,,,"","",,,"","","",
55567,0,"","MI","Minnesota",,,,"","",,,"","","",
55568,0,"","MI","Minnesota",,,,"","",,,"","","",
55569,0,"","MI","Minnesota",,,,"","",,,"","","",
55570,0,"","MI","Minnesota",,,,"","",,,"","","",
55571,0,"","MI","Minnesota",,,,"","",,,"","","",
55572,0,"","MI","Minnesota",,,,"","",,,"","","",
55573,0,"","MI","Minnesota",,,,"","",,,"","","",
55574,0,"","MI","Minnesota",,,,"","",,,"","","",
55575,0,"","MI","Minnesota",,,,"","",,,"","","",
55576,0,"","MI","Minnesota",,,,"","",,,"","","",
55577,0,"","MI","Minnesota",,,,"","",,,"","","",
55578,0,"","MI","Minnesota",,,,"","",,,"","","",
55579,0,"","MI","Minnesota",,,,"","",,,"","","",
55580,0,"","MI","Minnesota",,,,"","",,,"","","",
55581,0,"","MI","Minnesota",,,,"","",,,"","","",
55582,0,"","MI","Minnesota",,,,"","",,,"","","",
55583,0,"","MI","Minnesota",,,,"","",,,"","","",
55584,0,"","MI","Minnesota",,,,"","",,,"","","",
55585,0,"","MI","Minnesota",,,,"","",,,"","","",
55586,0,"","MI","Minnesota",,,,"","",,,"","","",
55587,0,"","MI","Minnesota",,,,"","",,,"","","",
55588,0,"","MI","Minnesota",,,,"","",,,"","","",
55589,0,"","MI","Minnesota",,,,"","",,,"","","",
55590,0,"","MI","Minnesota",,,,"","",,,"","","",
55591,0,"","MI","Minnesota",,,,"","",,,"","","",
55592,0,"","MI","Minnesota",,,,"","",,,"","","",
55593,0,"","MI","Minnesota",,,,"","",,,"","","",
55594,0,"","MI","Minnesota",,,,"","",,,"","","",
55595,0,"","MI","Minnesota",,,,"","",,,"","","",
55596,0,"","MI","Minnesota",,,,"","",,,"","","",
55597,0,"","MI","Minnesota",,,,"","",,,"","","",
55598,0,"","MI","Minnesota",,,,"","",,,"","","",
55599,0,"","MI","Minnesota",,,,"","",,,"","","",
55601,11,"","MI","Minnesota",,,,"","",,,"","","",
55602,0,"","MI","Minnesota",,,,"","",,,"","","",
55603,24,"","MI","Minnesota",,,,"","",,,"","","",
55604,80,"","MI","Minnesota",,,,"","",,,"","","",
55605,0,"","MI","Minnesota",,,,"","",,,"","","",
55606,9,"","MI","Minnesota",,,,"","",,,"","","",
55607,11,"","MI","Minnesota",,,,"","",,,"","","",
55609,20,"","MI","Minnesota",,,,"","",,,"","","",
55612,14,"","MI","Minnesota",,,,"","",,,"","","",
55613,8,"","MI","Minnesota",,,,"","",,,"","","",
55614,227,"","MI","Minnesota",,,,"","",,,"","","",
55615,0,"","MI","Minnesota",,,,"","",,,"","","",
55616,402,"","MI","Minnesota",,,,"","",,,"","","",
55702,46,"","MI","Minnesota",,,,"","",,,"","","",
55703,39,"","MI","Minnesota",,,,"","",,,"","","",
55704,75,"","MI","Minnesota",,,,"","",,,"","","",
55705,185,"","MI","Minnesota",,,,"","",,,"","","",
55706,53,"","MI","Minnesota",,,,"","",,,"","","",
55707,206,"","MI","Minnesota",,,,"","",,,"","","",
55708,63,"","MI","Minnesota",,,,"","",,,"","","",
55709,262,"","MI","Minnesota",,,,"","",,,"","","",
55710,110,"","MI","Minnesota",,,,"","",,,"","","",
55711,48,"","MI","Minnesota",,,,"","",,,"","","",
55712,34,"","MI","Minnesota",,,,"","",,,"","","",
55713,70,"","MI","Minnesota",,,,"","",,,"","","",
55716,25,"","MI","Minnesota",,,,"","",,,"","","",
55717,12,"","MI","Minnesota",,,,"","",,,"","","",
55718,284,"","MI","Minnesota",,,,"","",,,"","","",
55719,353,"","MI","Minnesota",,,,"","",,,"","","",
55720,1364,"","MI","Minnesota",,,,"","",,,"","","",
55721,230,"","MI","Minnesota",,,,"","",,,"","","",
55722,86,"","MI","Minnesota",,,,"","",,,"","","",
55723,157,"","MI","Minnesota",,,,"","",,,"","","",
55724,68,"","MI","Minnesota",,,,"","",,,"","","",
55725,11,"","MI","Minnesota",,,,"","",,,"","","",
55726,85,"","MI","Minnesota",,,,"","",,,"","","",
55730,0,"","MI","Minnesota",,,,"","",,,"","","",
55731,166,"","MI","Minnesota",,,,"","",,,"","","",
55732,72,"","MI","Minnesota",,,,"","",,,"","","",
55733,390,"","MI","Minnesota",,,,"","",,,"","","",
55734,363,"","MI","Minnesota",,,,"","",,,"","","",
55735,97,"","MI","Minnesota",,,,"","",,,"","","",
55736,72,"","MI","Minnesota",,,,"","",,,"","","",
55738,37,"","MI","Minnesota",,,,"","",,,"","","",
55741,181,"","MI","Minnesota",,,,"","",,,"","","",
55742,25,"","MI","Minnesota",,,,"","",,,"","","",
55744,1429,"","MI","Minnesota",,,,"","",,,"","","",
55745,0,"","MI","Minnesota",,,,"","",,,"","","",
55746,1147,"","MI","Minnesota",,,,"","",,,"","","",
55747,0,"","MI","Minnesota",,,,"","",,,"","","",
55748,101,"","MI","Minnesota",,,,"","",,,"","","",
55749,34,"","MI","Minnesota",,,,"","",,,"","","",
55750,86,"","MI","Minnesota",,,,"","",,,"","","",
55751,64,"","MI","Minnesota",,,,"","",,,"","","",
55752,27,"","MI","Minnesota",,,,"","",,,"","","",
55753,44,"","MI","Minnesota",,,,"","",,,"","","",
55756,38,"","MI","Minnesota",,,,"","",,,"","","",
55757,39,"","MI","Minnesota",,,,"","",,,"","","",
55758,7,"","MI","Minnesota",,,,"","",,,"","","",
55760,158,"","MI","Minnesota",,,,"","",,,"","","",
55763,21,"","MI","Minnesota",,,,"","",,,"","","",
55764,37,"","MI","Minnesota",,,,"","",,,"","","",
55765,72,"","MI","Minnesota",,,,"","",,,"","","",
55766,8,"","MI","Minnesota",,,,"","",,,"","","",
55767,415,"","MI","Minnesota",,,,"","",,,"","","",
55768,217,"","MI","Minnesota",,,,"","",,,"","","",
55769,102,"","MI","Minnesota",,,,"","",,,"","","",
55771,87,"","MI","Minnesota",,,,"","",,,"","","",
55772,15,"","MI","Minnesota",,,,"","",,,"","","",
55775,88,"","MI","Minnesota",,,,"","",,,"","","",
55777,0,"","MI","Minnesota",,,,"","",,,"","","",
55779,306,"","MI","Minnesota",,,,"","",,,"","","",
55780,11,"","MI","Minnesota",,,,"","",,,"","","",
55781,56,"","MI","Minnesota",,,,"","",,,"","","",
55782,24,"","MI","Minnesota",,,,"","",,,"","","",
55783,151,"","MI","Minnesota",,,,"","",,,"","","",
55784,0,"","MI","Minnesota",,,,"","",,,"","","",
55785,13,"","MI","Minnesota",,,,"","",,,"","","",
55786,34,"","MI","Minnesota",,,,"","",,,"","","",
55787,26,"","MI","Minnesota",,,,"","",,,"","","",
55790,86,"","MI","Minnesota",,,,"","",,,"","","",
55792,685,"","MI","Minnesota",,,,"","",,,"","","",
55793,49,"","MI","Minnesota",,,,"","",,,"","","",
55795,167,"","MI","Minnesota",,,,"","",,,"","","",
55797,148,"","MI","Minnesota",,,,"","",,,"","","",
55798,36,"","MI","Minnesota",,,,"","",,,"","","",
55802,251,"","MI","Minnesota",,,,"","",,,"","","",
55803,1285,"","MI","Minnesota",,,,"","",,,"","","",
55804,903,"","MI","Minnesota",,,,"","",,,"","","",
55805,798,"","MI","Minnesota",,,,"","",,,"","","",
55806,642,"","MI","Minnesota",,,,"","",,,"","","",
55807,772,"","MI","Minnesota",,,,"","",,,"","","",
55808,439,"","MI","Minnesota",,,,"","",,,"","","",
55810,790,"","MI","Minnesota",,,,"","",,,"","","",
55811,2608,"","MI","Minnesota",,,,"","",,,"","","",
55812,823,"","MI","Minnesota",,,,"","",,,"","","",
55814,0,"","MI","Minnesota",,,,"","",,,"","","",
55815,0,"","MI","Minnesota",,,,"","",,,"","","",
55816,20,"","MI","Minnesota",,,,"","",,,"","","",
55901,4002,"","MI","Minnesota",,,,"","",,,"","","",
55902,1287,"","MI","Minnesota",,,,"","",,,"","","",
55903,71,"","MI","Minnesota",,,,"","",,,"","","",
55904,2785,"","MI","Minnesota",,,,"","",,,"","","",
55905,11,"","MI","Minnesota",,,,"","",,,"","","",
55906,1111,"","MI","Minnesota",,,,"","",,,"","","",
55909,91,"","MI","Minnesota",,,,"","",,,"","","",
55910,91,"","MI","Minnesota",,,,"","",,,"","","",
55912,3183,"","MI","Minnesota",,,,"","",,,"","","",
55917,230,"","MI","Minnesota",,,,"","",,,"","","",
55918,55,"","MI","Minnesota",,,,"","",,,"","","",
55919,106,"","MI","Minnesota",,,,"","",,,"","","",
55920,610,"","MI","Minnesota",,,,"","",,,"","","",
55921,421,"","MI","Minnesota",,,,"","",,,"","","",
55922,33,"","MI","Minnesota",,,,"","",,,"","","",
55923,312,"","MI","Minnesota",,,,"","",,,"","","",
55924,104,"","MI","Minnesota",,,,"","",,,"","","",
55925,121,"","MI","Minnesota",,,,"","",,,"","","",
55926,39,"","MI","Minnesota",,,,"","",,,"","","",
55927,350,"","MI","Minnesota",,,,"","",,,"","","",
55929,100,"","MI","Minnesota",,,,"","",,,"","","",
55931,26,"","MI","Minnesota",,,,"","",,,"","","",
55932,163,"","MI","Minnesota",,,,"","",,,"","","",
55933,12,"","MI","Minnesota",,,,"","",,,"","","",
55934,237,"","MI","Minnesota",,,,"","",,,"","","",
55935,61,"","MI","Minnesota",,,,"","",,,"","","",
55936,144,"","MI","Minnesota",,,,"","",,,"","","",
55939,120,"","MI","Minnesota",,,,"","",,,"","","",
55940,165,"","MI","Minnesota",,,,"","",,,"","","",
55941,73,"","MI","Minnesota",,,,"","",,,"","","",
55942,0,"","MI","Minnesota",,,,"","",,,"","","",
55943,196,"","MI","Minnesota",,,,"","",,,"","","",
55944,529,"","MI","Minnesota",,,,"","",,,"","","",
55945,98,"","MI","Minnesota",,,,"","",,,"","","",
55946,234,"","MI","Minnesota",,,,"","",,,"","","",
55947,598,"","MI","Minnesota",,,,"","",,,"","","",
55949,107,"","MI","Minnesota",,,,"","",,,"","","",
55950,13,"","MI","Minnesota",,,,"","",,,"","","",
55951,113,"","MI","Minnesota",,,,"","",,,"","","",
55952,205,"","MI","Minnesota",,,,"","",,,"","","",
55953,60,"","MI","Minnesota",,,,"","",,,"","","",
55954,81,"","MI","Minnesota",,,,"","",,,"","","",
55955,210,"","MI","Minnesota",,,,"","",,,"","","",
55956,127,"","MI","Minnesota",,,,"","",,,"","","",
55957,59,"","MI","Minnesota",,,,"","",,,"","","",
55959,170,"","MI","Minnesota",,,,"","",,,"","","",
55960,262,"","MI","Minnesota",,,,"","",,,"","","",
55961,13,"","MI","Minnesota",,,,"","",,,"","","",
55962,46,"","MI","Minnesota",,,,"","",,,"","","",
55963,333,"","MI","Minnesota",,,,"","",,,"","","",
55964,462,"","MI","Minnesota",,,,"","",,,"","","",
55965,144,"","MI","Minnesota",,,,"","",,,"","","",
55967,61,"","MI","Minnesota",,,,"","",,,"","","",
55968,10,"","MI","Minnesota",,,,"","",,,"","","",
55969,68,"","MI","Minnesota",,,,"","",,,"","","",
55970,76,"","MI","Minnesota",,,,"","",,,"","","",
55971,272,"","MI","Minnesota",,,,"","",,,"","","",
55972,411,"","MI","Minnesota",,,,"","",,,"","","",
55973,25,"","MI","Minnesota",,,,"","",,,"","","",
55974,151,"","MI","Minnesota",,,,"","",,,"","","",
55975,235,"","MI","Minnesota",,,,"","",,,"","","",
55976,649,"","MI","Minnesota",,,,"","",,,"","","",
55977,22,"","MI","Minnesota",,,,"","",,,"","","",
55979,43,"","MI","Minnesota",,,,"","",,,"","","",
55981,366,"","MI","Minnesota",,,,"","",,,"","","",
55982,29,"","MI","Minnesota",,,,"","",,,"","","",
55983,96,"","MI","Minnesota",,,,"","",,,"","","",
55985,135,"","MI","Minnesota",,,,"","",,,"","","",
55987,2894,"","MI","Minnesota",,,,"","",,,"","","",
55988,0,"","MI","Minnesota",,,,"","",,,"","","",
55990,65,"","MI","Minnesota",,,,"","",,,"","","",
55991,100,"","MI","Minnesota",,,,"","",,,"","","",
55992,427,"","MI","Minnesota",,,,"","",,,"","","",
56001,4255,"","MI","Minnesota",,,,"","",,,"","","",
56002,13,"","MI","Minnesota",,,,"","",,,"","","",
56003,1107,"","MI","Minnesota",,,,"","",,,"","","",
56006,0,"","MI","Minnesota",,,,"","",,,"","","",
56007,2076,"","MI","Minnesota",,,,"","",,,"","","",
56009,119,"","MI","Minnesota",,,,"","",,,"","","",
56010,80,"","MI","Minnesota",,,,"","",,,"","","",
56011,857,"","MI","Minnesota",,,,"","",,,"","","",
56013,344,"","MI","Minnesota",,,,"","",,,"","","",
56014,63,"","MI","Minnesota",,,,"","",,,"","","",
56016,93,"","MI","Minnesota",,,,"","",,,"","","",
56017,129,"","MI","Minnesota",,,,"","",,,"","","",
56019,78,"","MI","Minnesota",,,,"","",,,"","","",
56020,0,"","MI","Minnesota",,,,"","",,,"","","",
56021,89,"","MI","Minnesota",,,,"","",,,"","","",
56022,0,"","MI","Minnesota",,,,"","",,,"","","",
56023,31,"","MI","Minnesota",,,,"","",,,"","","",
56024,283,"","MI","Minnesota",,,,"","",,,"","","",
56025,40,"","MI","Minnesota",,,,"","",,,"","","",
56026,151,"","MI","Minnesota",,,,"","",,,"","","",
56027,95,"","MI","Minnesota",,,,"","",,,"","","",
56028,93,"","MI","Minnesota",,,,"","",,,"","","",
56029,45,"","MI","Minnesota",,,,"","",,,"","","",
56030,0,"","MI","Minnesota",,,,"","",,,"","","",
56031,1102,"","MI","Minnesota",,,,"","",,,"","","",
56032,24,"","MI","Minnesota",,,,"","",,,"","","",
56033,28,"","MI","Minnesota",,,,"","",,,"","","",
56034,33,"","MI","Minnesota",,,,"","",,,"","","",
56035,53,"","MI","Minnesota",,,,"","",,,"","","",
56036,125,"","MI","Minnesota",,,,"","",,,"","","",
56037,90,"","MI","Minnesota",,,,"","",,,"","","",
56039,75,"","MI","Minnesota",,,,"","",,,"","","",
56041,80,"","MI","Minnesota",,,,"","",,,"","","",
56042,42,"","MI","Minnesota",,,,"","",,,"","","",
56043,33,"","MI","Minnesota",,,,"","",,,"","","",
56044,152,"","MI","Minnesota",,,,"","",,,"","","",
56045,44,"","MI","Minnesota",,,,"","",,,"","","",
56046,6,"","MI","Minnesota",,,,"","",,,"","","",
56047,0,"","MI","Minnesota",,,,"","",,,"","","",
56048,344,"","MI","Minnesota",,,,"","",,,"","","",
56050,94,"","MI","Minnesota",,,,"","",,,"","","",
56051,33,"","MI","Minnesota",,,,"","",,,"","","",
56052,56,"","MI","Minnesota",,,,"","",,,"","","",
56054,64,"","MI","Minnesota",,,,"","",,,"","","",
56055,296,"","MI","Minnesota",,,,"","",,,"","","",
56056,8,"","MI","Minnesota",,,,"","",,,"","","",
56057,447,"","MI","Minnesota",,,,"","",,,"","","",
56058,488,"","MI","Minnesota",,,,"","",,,"","","",
56060,23,"","MI","Minnesota",,,,"","",,,"","","",
56062,355,"","MI","Minnesota",,,,"","",,,"","","",
56063,181,"","MI","Minnesota",,,,"","",,,"","","",
56065,223,"","MI","Minnesota",,,,"","",,,"","","",
56068,97,"","MI","Minnesota",,,,"","",,,"","","",
56069,460,"","MI","Minnesota",,,,"","",,,"","","",
56071,1259,"","MI","Minnesota",,,,"","",,,"","","",
56072,182,"","MI","Minnesota",,,,"","",,,"","","",
56073,1397,"","MI","Minnesota",,,,"","",,,"","","",
56074,158,"","MI","Minnesota",,,,"","",,,"","","",
56075,7,"","MI","Minnesota",,,,"","",,,"","","",
56078,24,"","MI","Minnesota",,,,"","",,,"","","",
56080,39,"","MI","Minnesota",,,,"","",,,"","","",
56081,614,"","MI","Minnesota",,,,"","",,,"","","",
56082,997,"","MI","Minnesota",,,,"","",,,"","","",
56083,57,"","MI","Minnesota",,,,"","",,,"","","",
56084,0,"","MI","Minnesota",,,,"","",,,"","","",
56085,588,"","MI","Minnesota",,,,"","",,,"","","",
56087,266,"","MI","Minnesota",,,,"","",,,"","","",
56088,204,"","MI","Minnesota",,,,"","",,,"","","",
56089,19,"","MI","Minnesota",,,,"","",,,"","","",
56090,38,"","MI","Minnesota",,,,"","",,,"","","",
56091,19,"","MI","Minnesota",,,,"","",,,"","","",
56093,1509,"","MI","Minnesota",,,,"","",,,"","","",
56096,207,"","MI","Minnesota",,,,"","",,,"","","",
56097,294,"","MI","Minnesota",,,,"","",,,"","","",
56098,183,"","MI","Minnesota",,,,"","",,,"","","",
56101,721,"","MI","Minnesota",,,,"","",,,"","","",
56110,207,"","MI","Minnesota",,,,"","",,,"","","",
56111,29,"","MI","Minnesota",,,,"","",,,"","","",
56113,18,"","MI","Minnesota",,,,"","",,,"","","",
56114,41,"","MI","Minnesota",,,,"","",,,"","","",
56115,132,"","MI","Minnesota",,,,"","",,,"","","",
56116,68,"","MI","Minnesota",,,,"","",,,"","","",
56117,56,"","MI","Minnesota",,,,"","",,,"","","",
56118,34,"","MI","Minnesota",,,,"","",,,"","","",
56119,118,"","MI","Minnesota",,,,"","",,,"","","",
56120,101,"","MI","Minnesota",,,,"","",,,"","","",
56121,52,"","MI","Minnesota",,,,"","",,,"","","",
56122,99,"","MI","Minnesota",,,,"","",,,"","","",
56123,40,"","MI","Minnesota",,,,"","",,,"","","",
56125,0,"","MI","Minnesota",,,,"","",,,"","","",
56127,21,"","MI","Minnesota",,,,"","",,,"","","",
56128,272,"","MI","Minnesota",,,,"","",,,"","","",
56129,87,"","MI","Minnesota",,,,"","",,,"","","",
56131,334,"","MI","Minnesota",,,,"","",,,"","","",
56132,26,"","MI","Minnesota",,,,"","",,,"","","",
56134,40,"","MI","Minnesota",,,,"","",,,"","","",
56136,80,"","MI","Minnesota",,,,"","",,,"","","",
56137,108,"","MI","Minnesota",,,,"","",,,"","","",
56138,137,"","MI","Minnesota",,,,"","",,,"","","",
56139,38,"","MI","Minnesota",,,,"","",,,"","","",
56140,0,"","MI","Minnesota",,,,"","",,,"","","",
56141,17,"","MI","Minnesota",,,,"","",,,"","","",
56142,94,"","MI","Minnesota",,,,"","",,,"","","",
56143,419,"","MI","Minnesota",,,,"","",,,"","","",
56144,102,"","MI","Minnesota",,,,"","",,,"","","",
56145,64,"","MI","Minnesota",,,,"","",,,"","","",
56146,0,"","MI","Minnesota",,,,"","",,,"","","",
56147,26,"","MI","Minnesota",,,,"","",,,"","","",
56149,121,"","MI","Minnesota",,,,"","",,,"","","",
56150,256,"","MI","Minnesota",,,,"","",,,"","","",
56151,74,"","MI","Minnesota",,,,"","",,,"","","",
56152,152,"","MI","Minnesota",,,,"","",,,"","","",
56153,31,"","MI","Minnesota",,,,"","",,,"","","",
56155,56,"","MI","Minnesota",,,,"","",,,"","","",
56156,736,"","MI","Minnesota",,,,"","",,,"","","",
56157,75,"","MI","Minnesota",,,,"","",,,"","","",
56158,52,"","MI","Minnesota",,,,"","",,,"","","",
56159,318,"","MI","Minnesota",,,,"","",,,"","","",
56160,10,"","MI","Minnesota",,,,"","",,,"","","",
56161,43,"","MI","Minnesota",,,,"","",,,"","","",
56162,13,"","MI","Minnesota",,,,"","",,,"","","",
56164,601,"","MI","Minnesota",,,,"","",,,"","","",
56165,50,"","MI","Minnesota",,,,"","",,,"","","",
56166,24,"","MI","Minnesota",,,,"","",,,"","","",
56167,66,"","MI","Minnesota",,,,"","",,,"","","",
56168,94,"","MI","Minnesota",,,,"","",,,"","","",
56169,80,"","MI","Minnesota",,,,"","",,,"","","",
56170,37,"","MI","Minnesota",,,,"","",,,"","","",
56171,132,"","MI","Minnesota",,,,"","",,,"","","",
56172,325,"","MI","Minnesota",,,,"","",,,"","","",
56173,38,"","MI","Minnesota",,,,"","",,,"","","",
56174,36,"","MI","Minnesota",,,,"","",,,"","","",
56175,292,"","MI","Minnesota",,,,"","",,,"","","",
56176,87,"","MI","Minnesota",,,,"","",,,"","","",
56177,0,"","MI","Minnesota",,,,"","",,,"","","",
56178,168,"","MI","Minnesota",,,,"","",,,"","","",
56180,129,"","MI","Minnesota",,,,"","",,,"","","",
56181,98,"","MI","Minnesota",,,,"","",,,"","","",
56183,134,"","MI","Minnesota",,,,"","",,,"","","",
56185,63,"","MI","Minnesota",,,,"","",,,"","","",
56186,38,"","MI","Minnesota",,,,"","",,,"","","",
56187,2907,"","MI","Minnesota",,,,"","",,,"","","",
56201,3565,"","MI","Minnesota",,,,"","",,,"","","",
56207,13,"","MI","Minnesota",,,,"","",,,"","","",
56208,158,"","MI","Minnesota",,,,"","",,,"","","",
56209,249,"","MI","Minnesota",,,,"","",,,"","","",
56210,0,"","MI","Minnesota",,,,"","",,,"","","",
56211,50,"","MI","Minnesota",,,,"","",,,"","","",
56212,37,"","MI","Minnesota",,,,"","",,,"","","",
56214,51,"","MI","Minnesota",,,,"","",,,"","","",
56215,472,"","MI","Minnesota",,,,"","",,,"","","",
56216,73,"","MI","Minnesota",,,,"","",,,"","","",
