zip,cases,city,stabb,place,deaths,tests,deathcount,populationcount,casesper100000,casesbyzipcodesummarytable,zip_cd,patient_count,population,percentage,zipcode
41,0,"","FL","Florida",,,,"","",,,"","","",
42,0,"","FL","Florida",,,,"","",,,"","","",
43,0,"","FL","Florida",,,,"","",,,"","","",
45,0,"","FL","Florida",,,,"","",,,"","","",
53,0,"","FL","Florida",,,,"","",,,"","","",
87,0,"","FL","Florida",,,,"","",,,"","","",
97,0,"","FL","Florida",,,,"","",,,"","","",
98,0,"","FL","Florida",,,,"","",,,"","","",
967,1888,"","HI","Hawaii",,,,"","",,,"","","",
968,730,"","HI","Hawaii",,,,"","",,,"","","",
9673,566,"","HI","Hawaii",,,,"","",,,"","","",
9674,814,"","HI","Hawaii",,,,"","",,,"","","",
9675,103,"","HI","Hawaii",,,,"","",,,"","","",
9676,2085,"","HI","Hawaii",,,,"","",,,"","","",
9677,1116,"","HI","Hawaii",,,,"","",,,"","","",
9678,779,"","HI","Hawaii",,,,"","",,,"","","",
9679,1761,"","HI","Hawaii",,,,"","",,,"","","",
9683,551,"","HI","Hawaii",,,,"","",,,"","","",
9684,377,"","HI","Hawaii",,,,"","",,,"","","",
9685,728,"","HI","Hawaii",,,,"","",,,"","","",
9686,1353,"","HI","Hawaii",,,,"","",,,"","","",
9687,1547,"","HI","Hawaii",,,,"","",,,"","","",
9688,771,"","HI","Hawaii",,,,"","",,,"","","",
9689,2425,"","HI","Hawaii",,,,"","",,,"","","",
10001,1058,"New York City","NY","",28,16596,,"","",,,"","","",
10002,4004,"New York City","NY","",202,40400,,"","",,,"","","",
10003,1844,"New York City","NY","",39,37085,,"","",,,"","","",
10004,196,"New York City","NY","",2,3119,,"","",,,"","","",
10005,276,"New York City","NY","",0,5234,,"","",,,"","","",
10006,119,"New York City","NY","",1,2109,,"","",,,"","","",
10007,262,"New York City","NY","",4,5532,,"","",,,"","","",
10009,2429,"New York City","NY","",87,33886,,"","",,,"","","",
10010,1219,"New York City","NY","",31,24026,,"","",,,"","","",
10011,1805,"New York City","NY","",52,31655,,"","",,,"","","",
10012,872,"New York City","NY","",12,15763,,"","",,,"","","",
10013,1128,"New York City","NY","",24,19661,,"","",,,"","","",
10014,1096,"New York City","NY","",28,21020,,"","",,,"","","",
10016,2200,"New York City","NY","",52,34822,,"","",,,"","","",
10017,598,"New York City","NY","",15,10190,,"","",,,"","","",
10018,401,"New York City","NY","",7,6591,,"","",,,"","","",
10019,1720,"New York City","NY","",52,27833,,"","",,,"","","",
10021,1621,"New York City","NY","",74,28435,,"","",,,"","","",
10022,1192,"New York City","NY","",40,20811,,"","",,,"","","",
10023,1913,"New York City","NY","",61,36054,,"","",,,"","","",
10024,1952,"New York City","NY","",84,37076,,"","",,,"","","",
10025,3636,"New York City","NY","",210,61226,,"","",,,"","","",
10026,1870,"New York City","NY","",66,20243,,"","",,,"","","",
10027,2798,"New York City","NY","",132,34276,,"","",,,"","","",
10028,1567,"New York City","NY","",42,27076,,"","",,,"","","",
10029,4517,"New York City","NY","",247,42573,,"","",,,"","","",
10030,1456,"New York City","NY","",65,14363,,"","",,,"","","",
10031,3348,"New York City","NY","",157,29484,,"","",,,"","","",
10032,4048,"New York City","NY","",197,32482,,"","",,,"","","",
10033,3683,"New York City","NY","",138,29338,,"","",,,"","","",
10034,2603,"New York City","NY","",82,20838,,"","",,,"","","",
10035,2231,"New York City","NY","",150,19894,,"","",,,"","","",
10036,1345,"New York City","NY","",48,18681,,"","",,,"","","",
10037,1029,"New York City","NY","",77,10895,,"","",,,"","","",
10038,954,"New York City","NY","",37,12782,,"","",,,"","","",
10039,1333,"New York City","NY","",76,12262,,"","",,,"","","",
10040,3139,"New York City","NY","",137,24121,,"","",,,"","","",
10044,449,"New York City","NY","",38,6078,,"","",,,"","","",
10065,1064,"New York City","NY","",33,19733,,"","",,,"","","",
10069,283,"New York City","NY","",3,4695,,"","",,,"","","",
10075,1101,"New York City","NY","",54,16361,,"","",,,"","","",
10128,2119,"New York City","NY","",55,36737,,"","",,,"","","",
10280,232,"New York City","NY","",2,4565,,"","",,,"","","",
10282,163,"New York City","NY","",14,3111,,"","",,,"","","",
10301,3328,"New York City","NY","",129,23003,,"","",,,"","","",
10302,1766,"New York City","NY","",46,10328,,"","",,,"","","",
10303,2253,"New York City","NY","",60,14744,,"","",,,"","","",
10304,3991,"New York City","NY","",225,25495,,"","",,,"","","",
10305,4099,"New York City","NY","",106,23897,,"","",,,"","","",
10306,5485,"New York City","NY","",178,32771,,"","",,,"","","",
10307,1335,"New York City","NY","",22,8085,,"","",,,"","","",
10308,2589,"New York City","NY","",48,15902,,"","",,,"","","",
10309,3129,"New York City","NY","",47,18996,,"","",,,"","","",
10310,2110,"New York City","NY","",45,14113,,"","",,,"","","",
10312,5453,"New York City","NY","",93,34031,,"","",,,"","","",
10314,8345,"New York City","NY","",286,50682,,"","",,,"","","",
10451,3617,"New York City","NY","",164,26600,,"","",,,"","","",
10452,6035,"New York City","NY","",205,40053,,"","",,,"","","",
10453,6188,"New York City","NY","",195,39877,,"","",,,"","","",
10454,2854,"New York City","NY","",129,20643,,"","",,,"","","",
10455,3123,"New York City","NY","",131,21910,,"","",,,"","","",
10456,5956,"New York City","NY","",308,44778,,"","",,,"","","",
10457,5338,"New York City","NY","",212,37760,,"","",,,"","","",
10458,5729,"New York City","NY","",155,38651,,"","",,,"","","",
10459,3689,"New York City","NY","",183,26836,,"","",,,"","","",
10460,4279,"New York City","NY","",155,28935,,"","",,,"","","",
10461,4315,"New York City","NY","",160,28590,,"","",,,"","","",
10462,5634,"New York City","NY","",208,39440,,"","",,,"","","",
10463,4880,"New York City","NY","",252,39136,,"","",,,"","","",
10464,301,"New York City","NY","",12,2574,,"","",,,"","","",
10465,3652,"New York City","NY","",114,24661,,"","",,,"","","",
10466,5039,"New York City","NY","",189,35073,,"","",,,"","","",
10467,7924,"New York City","NY","",378,54433,,"","",,,"","","",
10468,6564,"New York City","NY","",249,41156,,"","",,,"","","",
10469,5462,"New York City","NY","",400,38270,,"","",,,"","","",
10470,1241,"New York City","NY","",31,8013,,"","",,,"","","",
10471,1641,"New York City","NY","",103,15512,,"","",,,"","","",
10472,4943,"New York City","NY","",226,32952,,"","",,,"","","",
10473,4791,"New York City","NY","",179,32394,,"","",,,"","","",
10474,798,"New York City","NY","",23,5700,,"","",,,"","","",
10475,2967,"New York City","NY","",205,22847,,"","",,,"","","",
11004,1160,"New York City","NY","",76,11230,,"","",,,"","","",
11101,1999,"New York City","NY","",48,25022,,"","",,,"","","",
11102,1924,"New York City","NY","",108,18558,,"","",,,"","","",
11103,1946,"New York City","NY","",73,20186,,"","",,,"","","",
11104,1385,"New York City","NY","",51,14262,,"","",,,"","","",
11105,1822,"New York City","NY","",63,18449,,"","",,,"","","",
11106,2099,"New York City","NY","",71,20778,,"","",,,"","","",
11109,245,"New York City","NY","",2,3993,,"","",,,"","","",
11201,2015,"New York City","NY","",104,41408,,"","",,,"","","",
11203,4293,"New York City","NY","",261,33979,,"","",,,"","","",
11204,5613,"New York City","NY","",184,35688,,"","",,,"","","",
11205,2003,"New York City","NY","",63,24138,,"","",,,"","","",
11206,4754,"New York City","NY","",188,44859,,"","",,,"","","",
11207,5839,"New York City","NY","",265,44963,,"","",,,"","","",
11208,7037,"New York City","NY","",301,45211,,"","",,,"","","",
11209,3911,"New York City","NY","",144,36092,,"","",,,"","","",
11210,4238,"New York City","NY","",179,29784,,"","",,,"","","",
11211,5650,"New York City","NY","",159,59762,,"","",,,"","","",
11212,4814,"New York City","NY","",277,37582,,"","",,,"","","",
11213,3617,"New York City","NY","",166,31406,,"","",,,"","","",
11214,5775,"New York City","NY","",275,41394,,"","",,,"","","",
11215,2031,"New York City","NY","",56,39478,,"","",,,"","","",
11216,2168,"New York City","NY","",89,29028,,"","",,,"","","",
11217,1592,"New York City","NY","",92,25489,,"","",,,"","","",
11218,4627,"New York City","NY","",183,38803,,"","",,,"","","",
11219,6604,"New York City","NY","",219,44745,,"","",,,"","","",
11220,6184,"New York City","NY","",217,44197,,"","",,,"","","",
11221,4113,"New York City","NY","",184,41807,,"","",,,"","","",
11222,1544,"New York City","NY","",41,23504,,"","",,,"","","",
11223,6835,"New York City","NY","",185,40356,,"","",,,"","","",
11224,3717,"New York City","NY","",280,23634,,"","",,,"","","",
11225,2779,"New York City","NY","",155,28662,,"","",,,"","","",
11226,5327,"New York City","NY","",332,46860,,"","",,,"","","",
11228,2764,"New York City","NY","",113,20315,,"","",,,"","","",
11229,6224,"New York City","NY","",203,40671,,"","",,,"","","",
11230,8373,"New York City","NY","",310,50677,,"","",,,"","","",
11231,1291,"New York City","NY","",44,21612,,"","",,,"","","",
11232,1918,"New York City","NY","",48,15274,,"","",,,"","","",
11233,3371,"New York City","NY","",169,32404,,"","",,,"","","",
11234,5671,"New York City","NY","",229,41970,,"","",,,"","","",
11235,7021,"New York City","NY","",394,41677,,"","",,,"","","",
11236,5503,"New York City","NY","",341,42785,,"","",,,"","","",
11237,2740,"New York City","NY","",121,25164,,"","",,,"","","",
11238,2122,"New York City","NY","",118,33575,,"","",,,"","","",
11239,1155,"New York City","NY","",108,7728,,"","",,,"","","",
11354,3084,"New York City","NY","",351,27669,,"","",,,"","","",
11355,4819,"New York City","NY","",226,36521,,"","",,,"","","",
11356,1598,"New York City","NY","",50,11945,,"","",,,"","","",
11357,2424,"New York City","NY","",115,20377,,"","",,,"","","",
11358,1805,"New York City","NY","",61,17870,,"","",,,"","","",
11360,953,"New York City","NY","",42,9555,,"","",,,"","","",
11361,1307,"New York City","NY","",66,13002,,"","",,,"","","",
11362,827,"New York City","NY","",46,8263,,"","",,,"","","",
11363,304,"New York City","NY","",7,3369,,"","",,,"","","",
11364,1515,"New York City","NY","",43,15467,,"","",,,"","","",
11365,2326,"New York City","NY","",94,20233,,"","",,,"","","",
11366,952,"New York City","NY","",32,6675,,"","",,,"","","",
11367,2758,"New York City","NY","",75,20707,,"","",,,"","","",
11368,8865,"New York City","NY","",470,58487,,"","",,,"","","",
11369,3429,"New York City","NY","",201,21828,,"","",,,"","","",
11370,2628,"New York City","NY","",74,16641,,"","",,,"","","",
11372,5177,"New York City","NY","",297,37312,,"","",,,"","","",
11373,7263,"New York City","NY","",309,50914,,"","",,,"","","",
11374,3102,"New York City","NY","",120,22475,,"","",,,"","","",
11375,4026,"New York City","NY","",229,36513,,"","",,,"","","",
11377,6555,"New York City","NY","",248,48302,,"","",,,"","","",
11378,2311,"New York City","NY","",78,17989,,"","",,,"","","",
11379,2433,"New York City","NY","",134,19102,,"","",,,"","","",
11385,6816,"New York City","NY","",169,49269,,"","",,,"","","",
11411,1235,"New York City","NY","",52,8854,,"","",,,"","","",
11412,2534,"New York City","NY","",101,18040,,"","",,,"","","",
11413,2536,"New York City","NY","",116,18819,,"","",,,"","","",
11414,2163,"New York City","NY","",83,13700,,"","",,,"","","",
11415,1359,"New York City","NY","",64,10750,,"","",,,"","","",
11416,2097,"New York City","NY","",78,12536,,"","",,,"","","",
11417,2577,"New York City","NY","",63,15562,,"","",,,"","","",
11418,2941,"New York City","NY","",101,18654,,"","",,,"","","",
11419,4133,"New York City","NY","",132,22486,,"","",,,"","","",
11420,3914,"New York City","NY","",120,22498,,"","",,,"","","",
11421,3380,"New York City","NY","",121,19503,,"","",,,"","","",
11422,2115,"New York City","NY","",79,14664,,"","",,,"","","",
11423,2441,"New York City","NY","",121,15636,,"","",,,"","","",
11426,1341,"New York City","NY","",43,8810,,"","",,,"","","",
11427,1692,"New York City","NY","",50,11942,,"","",,,"","","",
11428,1439,"New York City","NY","",67,9365,,"","",,,"","","",
11429,2016,"New York City","NY","",86,13925,,"","",,,"","","",
11432,4485,"New York City","NY","",280,29581,,"","",,,"","","",
11433,2312,"New York City","NY","",111,16323,,"","",,,"","","",
11434,4245,"New York City","NY","",226,31698,,"","",,,"","","",
11435,4135,"New York City","NY","",175,26302,,"","",,,"","","",
11436,1358,"New York City","NY","",53,9063,,"","",,,"","","",
11691,5669,"New York City","NY","",403,36418,,"","",,,"","","",
11692,1380,"New York City","NY","",96,10686,,"","",,,"","","",
11693,834,"New York City","NY","",31,5996,,"","",,,"","","",
11694,1729,"New York City","NY","",91,12009,,"","",,,"","","",
11697,447,"New York City","NY","",7,3280,,"","",,,"","","",
19101,79,"","","",,,,"","",,,"","","",
19102,297,"","","",,,,"","",,,"","","",
19103,1088,"","","",37,,,"","",,,"","","",
19104,2936,"","","",100,,,"","",,,"","","",
19105,15,"","","",,,,"","",,,"","","",
19106,744,"","","",,,,"","",,,"","","",
19107,890,"","","",17,,,"","",,,"","","",
19111,5506,"","","",130,,,"","",,,"","","",
19114,2619,"","","",62,,,"","",,,"","","",
19115,3412,"","","",167,,,"","",,,"","","",
19116,3459,"","","",131,,,"","",,,"","","",
19118,455,"","","",31,,,"","",,,"","","",
19119,1605,"","","",124,,,"","",,,"","","",
19120,5426,"","","",97,,,"","",,,"","","",
19121,2405,"","","",45,,,"","",,,"","","",
19122,1933,"","","",29,,,"","",,,"","","",
19123,1191,"","","",58,,,"","",,,"","","",
19124,5492,"","","",65,,,"","",,,"","","",
19125,1552,"","","",26,,,"","",,,"","","",
19126,1446,"","","",124,,,"","",,,"","","",
19127,359,"","","",,,,"","",,,"","","",
19128,2176,"","","",48,,,"","",,,"","","",
19129,658,"","","",9,,,"","",,,"","","",
19130,1574,"","","",31,,,"","",,,"","","",
19131,3063,"","","",141,,,"","",,,"","","",
19132,2134,"","","",60,,,"","",,,"","","",
19133,2117,"","","",38,,,"","",,,"","","",
19134,4137,"","","",54,,,"","",,,"","","",
19135,2551,"","","",34,,,"","",,,"","","",
19136,3869,"","","",101,,,"","",,,"","","",
19137,617,"","","",8,,,"","",,,"","","",
19138,2191,"","","",65,,,"","",,,"","","",
19139,2982,"","","",94,,,"","",,,"","","",
19140,4061,"","","",105,,,"","",,,"","","",
19141,2170,"","","",73,,,"","",,,"","","",
19142,2107,"","","",41,,,"","",,,"","","",
19143,3902,"","","",88,,,"","",,,"","","",
19144,2793,"","","",135,,,"","",,,"","","",
19145,3928,"","","",71,,,"","",,,"","","",
19146,2223,"","","",45,,,"","",,,"","","",
19147,2008,"","","",37,,,"","",,,"","","",
19148,4252,"","","",103,,,"","",,,"","","",
19149,4104,"","","",57,,,"","",,,"","","",
19150,1713,"","","",42,,,"","",,,"","","",
19151,2199,"","","",45,,,"","",,,"","","",
19152,3444,"","","",136,,,"","",,,"","","",
19153,886,"","","",17,,,"","",,,"","","",
19154,3067,"","","",60,,,"","",,,"","","",
19160,9,"","","",,,,"","",,,"","","",
20010,0,"","MD","Maryland",,,,"","",,,"","","",
20015,0,"","MD","Maryland",,,,"","",,,"","","",
20037,0,"","MD","Maryland",,,,"","",,,"","","",
20074,0,"","MD","Maryland",,,,"","",,,"","","",
20161,0,"","MD","Maryland",,,,"","",,,"","","",
20185,0,"","MD","Maryland",,,,"","",,,"","","",
20437,0,"","MD","Maryland",,,,"","",,,"","","",
20601,1487,"","MD","Maryland",,,,"","",,,"","","",
20602,1586,"","MD","Maryland",,,,"","",,,"","","",
20603,1724,"","MD","Maryland",,,,"","",,,"","","",
20604,27,"","MD","Maryland",,,,"","",,,"","","",
20606,11,"","MD","Maryland",,,,"","",,,"","","",
20607,692,"","MD","Maryland",,,,"","",,,"","","",
20608,33,"","MD","Maryland",,,,"","",,,"","","",
20609,34,"","MD","Maryland",,,,"","",,,"","","",
20611,52,"","MD","Maryland",,,,"","",,,"","","",
20612,13,"","MD","Maryland",,,,"","",,,"","","",
20613,873,"","MD","Maryland",,,,"","",,,"","","",
20615,17,"","MD","Maryland",,,,"","",,,"","","",
20616,373,"","MD","Maryland",,,,"","",,,"","","",
20617,33,"","MD","Maryland",,,,"","",,,"","","",
20618,30,"","MD","Maryland",,,,"","",,,"","","",
20619,520,"","MD","Maryland",,,,"","",,,"","","",
20620,83,"","MD","Maryland",,,,"","",,,"","","",
20621,43,"","MD","Maryland",,,,"","",,,"","","",
20622,414,"","MD","Maryland",,,,"","",,,"","","",
20623,160,"","MD","Maryland",,,,"","",,,"","","",
20624,55,"","MD","Maryland",,,,"","",,,"","","",
20625,25,"","MD","Maryland",,,,"","",,,"","","",
20626,9,"","MD","Maryland",,,,"","",,,"","","",
20628,19,"","MD","Maryland",,,,"","",,,"","","",
20629,0,"","MD","Maryland",,,,"","",,,"","","",
20630,27,"","MD","Maryland",,,,"","",,,"","","",
20632,29,"","MD","Maryland",,,,"","",,,"","","",
20634,336,"","MD","Maryland",,,,"","",,,"","","",
20636,413,"","MD","Maryland",,,,"","",,,"","","",
20637,219,"","MD","Maryland",,,,"","",,,"","","",
20639,550,"","MD","Maryland",,,,"","",,,"","","",
20640,514,"","MD","Maryland",,,,"","",,,"","","",
20644,0,"","MD","Maryland",,,,"","",,,"","","",
20645,44,"","MD","Maryland",,,,"","",,,"","","",
20646,967,"","MD","Maryland",,,,"","",,,"","","",
20650,584,"","MD","Maryland",,,,"","",,,"","","",
20653,1137,"","MD","Maryland",,,,"","",,,"","","",
20656,37,"","MD","Maryland",,,,"","",,,"","","",
20657,761,"","MD","Maryland",,,,"","",,,"","","",
20658,46,"","MD","Maryland",,,,"","",,,"","","",
20659,885,"","MD","Maryland",,,,"","",,,"","","",
20662,125,"","MD","Maryland",,,,"","",,,"","","",
20664,118,"","MD","Maryland",,,,"","",,,"","","",
20667,12,"","MD","Maryland",,,,"","",,,"","","",
20670,45,"","MD","Maryland",,,,"","",,,"","","",
20674,27,"","MD","Maryland",,,,"","",,,"","","",
20675,73,"","MD","Maryland",,,,"","",,,"","","",
20676,89,"","MD","Maryland",,,,"","",,,"","","",
20677,108,"","MD","Maryland",,,,"","",,,"","","",
20678,534,"","MD","Maryland",,,,"","",,,"","","",
20680,18,"","MD","Maryland",,,,"","",,,"","","",
20684,40,"","MD","Maryland",,,,"","",,,"","","",
20685,217,"","MD","Maryland",,,,"","",,,"","","",
20687,16,"","MD","Maryland",,,,"","",,,"","","",
20688,96,"","MD","Maryland",,,,"","",,,"","","",
20689,75,"","MD","Maryland",,,,"","",,,"","","",
20690,17,"","MD","Maryland",,,,"","",,,"","","",
20692,50,"","MD","Maryland",,,,"","",,,"","","",
20693,50,"","MD","Maryland",,,,"","",,,"","","",
20695,704,"","MD","Maryland",,,,"","",,,"","","",
20701,28,"","MD","Maryland",,,,"","",,,"","","",
20702,0,"","MD","Maryland",,,,"","",,,"","","",
20703,16,"","MD","Maryland",,,,"","",,,"","","",
20704,17,"","MD","Maryland",,,,"","",,,"","","",
20705,2708,"","MD","Maryland",,,,"","",,,"","","",
20706,4258,"","MD","Maryland",,,,"","",,,"","","",
20707,2906,"","MD","Maryland",,,,"","",,,"","","",
20708,2202,"","MD","Maryland",,,,"","",,,"","","",
20710,888,"","MD","Maryland",,,,"","",,,"","","",
20711,435,"","MD","Maryland",,,,"","",,,"","","",
20712,691,"","MD","Maryland",,,,"","",,,"","","",
20714,180,"","MD","Maryland",,,,"","",,,"","","",
20715,1338,"","MD","Maryland",,,,"","",,,"","","",
20716,1301,"","MD","Maryland",,,,"","",,,"","","",
20717,0,"","MD","Maryland",,,,"","",,,"","","",
20718,8,"","MD","Maryland",,,,"","",,,"","","",
20719,0,"","MD","Maryland",,,,"","",,,"","","",
20720,1504,"","MD","Maryland",,,,"","",,,"","","",
20721,1858,"","MD","Maryland",,,,"","",,,"","","",
20722,664,"","MD","Maryland",,,,"","",,,"","","",
20723,1933,"","MD","Maryland",,,,"","",,,"","","",
20724,1392,"","MD","Maryland",,,,"","",,,"","","",
20725,9,"","MD","Maryland",,,,"","",,,"","","",
20732,377,"","MD","Maryland",,,,"","",,,"","","",
20733,116,"","MD","Maryland",,,,"","",,,"","","",
20735,2777,"","MD","Maryland",,,,"","",,,"","","",
20736,364,"","MD","Maryland",,,,"","",,,"","","",
20737,2517,"","MD","Maryland",,,,"","",,,"","","",
20740,2109,"","MD","Maryland",,,,"","",,,"","","",
20741,9,"","MD","Maryland",,,,"","",,,"","","",
20742,310,"","MD","Maryland",,,,"","",,,"","","",
20743,2804,"","MD","Maryland",,,,"","",,,"","","",
20744,3625,"","MD","Maryland",,,,"","",,,"","","",
20745,2269,"","MD","Maryland",,,,"","",,,"","","",
20746,1891,"","MD","Maryland",,,,"","",,,"","","",
20747,2687,"","MD","Maryland",,,,"","",,,"","","",
20748,2612,"","MD","Maryland",,,,"","",,,"","","",
20750,0,"","MD","Maryland",,,,"","",,,"","","",
20751,99,"","MD","Maryland",,,,"","",,,"","","",
20754,308,"","MD","Maryland",,,,"","",,,"","","",
20755,292,"","MD","Maryland",,,,"","",,,"","","",
20757,14,"","MD","Maryland",,,,"","",,,"","","",
20758,33,"","MD","Maryland",,,,"","",,,"","","",
20759,256,"","MD","Maryland",,,,"","",,,"","","",
20760,0,"","MD","Maryland",,,,"","",,,"","","",
20762,118,"","MD","Maryland",,,,"","",,,"","","",
20763,186,"","MD","Maryland",,,,"","",,,"","","",
20764,178,"","MD","Maryland",,,,"","",,,"","","",
20765,27,"","MD","Maryland",,,,"","",,,"","","",
20769,479,"","MD","Maryland",,,,"","",,,"","","",
20770,1646,"","MD","Maryland",,,,"","",,,"","","",
20771,0,"","MD","Maryland",,,,"","",,,"","","",
20772,3010,"","MD","Maryland",,,,"","",,,"","","",
20773,11,"","MD","Maryland",,,,"","",,,"","","",
20774,3175,"","MD","Maryland",,,,"","",,,"","","",
20776,142,"","MD","Maryland",,,,"","",,,"","","",
20777,136,"","MD","Maryland",,,,"","",,,"","","",
20778,77,"","MD","Maryland",,,,"","",,,"","","",
20779,45,"","MD","Maryland",,,,"","",,,"","","",
20780,0,"","MD","Maryland",,,,"","",,,"","","",
20781,1186,"","MD","Maryland",,,,"","",,,"","","",
20782,3293,"","MD","Maryland",,,,"","",,,"","","",
20783,5002,"","MD","Maryland",,,,"","",,,"","","",
20784,3368,"","MD","Maryland",,,,"","",,,"","","",
20785,3303,"","MD","Maryland",,,,"","",,,"","","",
20787,18,"","MD","Maryland",,,,"","",,,"","","",
20788,0,"","MD","Maryland",,,,"","",,,"","","",
20794,1686,"","MD","Maryland",,,,"","",,,"","","",
20812,9,"","MD","Maryland",,,,"","",,,"","","",
20814,1068,"","MD","Maryland",,,,"","",,,"","","",
20815,993,"","MD","Maryland",,,,"","",,,"","","",
20816,419,"","MD","Maryland",,,,"","",,,"","","",
20817,1138,"","MD","Maryland",,,,"","",,,"","","",
20818,40,"","MD","Maryland",,,,"","",,,"","","",
20825,0,"","MD","Maryland",,,,"","",,,"","","",
20827,0,"","MD","Maryland",,,,"","",,,"","","",
20832,1081,"","MD","Maryland",,,,"","",,,"","","",
20833,337,"","MD","Maryland",,,,"","",,,"","","",
20837,205,"","MD","Maryland",,,,"","",,,"","","",
20838,0,"","MD","Maryland",,,,"","",,,"","","",
20839,12,"","MD","Maryland",,,,"","",,,"","","",
20841,345,"","MD","Maryland",,,,"","",,,"","","",
20842,65,"","MD","Maryland",,,,"","",,,"","","",
20847,39,"","MD","Maryland",,,,"","",,,"","","",
20848,9,"","MD","Maryland",,,,"","",,,"","","",
20850,2520,"","MD","Maryland",,,,"","",,,"","","",
20851,972,"","MD","Maryland",,,,"","",,,"","","",
20852,2078,"","MD","Maryland",,,,"","",,,"","","",
20853,2081,"","MD","Maryland",,,,"","",,,"","","",
20854,1660,"","MD","Maryland",,,,"","",,,"","","",
20855,734,"","MD","Maryland",,,,"","",,,"","","",
20856,0,"","MD","Maryland",,,,"","",,,"","","",
20857,0,"","MD","Maryland",,,,"","",,,"","","",
20860,178,"","MD","Maryland",,,,"","",,,"","","",
20861,126,"","MD","Maryland",,,,"","",,,"","","",
20862,11,"","MD","Maryland",,,,"","",,,"","","",
20866,1055,"","MD","Maryland",,,,"","",,,"","","",
20868,59,"","MD","Maryland",,,,"","",,,"","","",
20871,1008,"","MD","Maryland",,,,"","",,,"","","",
20872,764,"","MD","Maryland",,,,"","",,,"","","",
20873,0,"","MD","Maryland",,,,"","",,,"","","",
20874,3586,"","MD","Maryland",,,,"","",,,"","","",
20875,23,"","MD","Maryland",,,,"","",,,"","","",
20876,1609,"","MD","Maryland",,,,"","",,,"","","",
20877,3481,"","MD","Maryland",,,,"","",,,"","","",
20878,2659,"","MD","Maryland",,,,"","",,,"","","",
20879,2014,"","MD","Maryland",,,,"","",,,"","","",
20882,614,"","MD","Maryland",,,,"","",,,"","","",
20886,2726,"","MD","Maryland",,,,"","",,,"","","",
20889,42,"","MD","Maryland",,,,"","",,,"","","",
20892,48,"","MD","Maryland",,,,"","",,,"","","",
20894,0,"","MD","Maryland",,,,"","",,,"","","",
20895,920,"","MD","Maryland",,,,"","",,,"","","",
20896,20,"","MD","Maryland",,,,"","",,,"","","",
20898,8,"","MD","Maryland",,,,"","",,,"","","",
20899,0,"","MD","Maryland",,,,"","",,,"","","",
20901,2357,"","MD","Maryland",,,,"","",,,"","","",
20902,4479,"","MD","Maryland",,,,"","",,,"","","",
20903,2412,"","MD","Maryland",,,,"","",,,"","","",
20904,4334,"","MD","Maryland",,,,"","",,,"","","",
20905,1011,"","MD","Maryland",,,,"","",,,"","","",
20906,6026,"","MD","Maryland",,,,"","",,,"","","",
20907,16,"","MD","Maryland",,,,"","",,,"","","",
20910,2034,"","MD","Maryland",,,,"","",,,"","","",
20912,1526,"","MD","Maryland",,,,"","",,,"","","",
20913,0,"","MD","Maryland",,,,"","",,,"","","",
20918,0,"","MD","Maryland",,,,"","",,,"","","",
20956,0,"","MD","Maryland",,,,"","",,,"","","",
21001,1260,"","MD","Maryland",,,,"","",,,"","","",
21005,75,"","MD","Maryland",,,,"","",,,"","","",
21009,1533,"","MD","Maryland",,,,"","",,,"","","",
21010,0,"","MD","Maryland",,,,"","",,,"","","",
21012,1101,"","MD","Maryland",,,,"","",,,"","","",
21013,177,"","MD","Maryland",,,,"","",,,"","","",
21014,1822,"","MD","Maryland",,,,"","",,,"","","",
21015,1247,"","MD","Maryland",,,,"","",,,"","","",
21016,0,"","MD","Maryland",,,,"","",,,"","","",
21017,346,"","MD","Maryland",,,,"","",,,"","","",
21025,0,"","MD","Maryland",,,,"","",,,"","","",
21028,133,"","MD","Maryland",,,,"","",,,"","","",
21029,419,"","MD","Maryland",,,,"","",,,"","","",
21030,1437,"","MD","Maryland",,,,"","",,,"","","",
21031,0,"","MD","Maryland",,,,"","",,,"","","",
21032,561,"","MD","Maryland",,,,"","",,,"","","",
21034,110,"","MD","Maryland",,,,"","",,,"","","",
21035,392,"","MD","Maryland",,,,"","",,,"","","",
21036,82,"","MD","Maryland",,,,"","",,,"","","",
21037,1121,"","MD","Maryland",,,,"","",,,"","","",
21040,1252,"","MD","Maryland",,,,"","",,,"","","",
21042,1447,"","MD","Maryland",,,,"","",,,"","","",
21043,2044,"","MD","Maryland",,,,"","",,,"","","",
21044,1980,"","MD","Maryland",,,,"","",,,"","","",
21045,1958,"","MD","Maryland",,,,"","",,,"","","",
21046,669,"","MD","Maryland",,,,"","",,,"","","",
21047,562,"","MD","Maryland",,,,"","",,,"","","",
21048,351,"","MD","Maryland",,,,"","",,,"","","",
21050,908,"","MD","Maryland",,,,"","",,,"","","",
21051,8,"","MD","Maryland",,,,"","",,,"","","",
21052,29,"","MD","Maryland",,,,"","",,,"","","",
21053,120,"","MD","Maryland",,,,"","",,,"","","",
21054,697,"","MD","Maryland",,,,"","",,,"","","",
21056,8,"","MD","Maryland",,,,"","",,,"","","",
21057,197,"","MD","Maryland",,,,"","",,,"","","",
21060,2518,"","MD","Maryland",,,,"","",,,"","","",
21061,3699,"","MD","Maryland",,,,"","",,,"","","",
21064,0,"","MD","Maryland",,,,"","",,,"","","",
21071,17,"","MD","Maryland",,,,"","",,,"","","",
